ID,Size Input,Knuth's BST,Bisection heuristic BST,Perfectly Balanced BST
434,434,15787420,15845496,16439155
435,435,16797450,16853201,17482594
436,436,16429225,16484903,17090257
437,437,16037803,16095697,16708924
438,438,16048977,16104882,16728966
439,439,16348318,16403483,17027193
440,440,17390517,17445814,17994384
441,441,17247220,17306186,17955608
442,442,15597731,15653344,16298113
443,443,16875937,16932024,17556097
444,444,17261644,17316548,17967871
445,445,17374732,17435180,18015102
446,446,16628693,16684254,17321509
447,447,17019537,17078890,17667281
448,448,17357484,17413276,18068060
449,449,17415536,17477889,18110540
450,450,17232411,17289730,17941536
451,451,16814300,16868814,17494683
452,452,17505060,17559088,18202302
453,453,17555368,17615136,18226772
454,454,17085227,17137583,17747696
455,455,16747896,16805712,17442300
456,456,17059325,17122920,17759915
457,457,16460640,16514139,17149657
458,458,17511045,17570996,18188775
459,459,18559616,18617636,19219489
460,460,16418701,16476579,17128170
461,461,17754788,17808108,18410976
462,462,17032691,17085513,17716367
463,463,17421446,17477503,18124226
464,464,18594025,18648612,19225108
465,465,18041989,18099173,18737041
466,466,16734737,16793022,17470149
467,467,18375768,18431366,19113646
468,468,18466650,18532381,19124838
469,469,16536027,16594736,17208580
470,470,17583125,17636904,18266183
471,471,18270589,18329216,18939373
472,472,18780608,18839293,19416592
473,473,18158104,18221636,18793381
474,474,17437666,17491494,18042239
475,475,18067171,18125600,18774498
476,476,18768642,18826410,19421727
477,477,18266205,18332601,18929496
478,478,17642240,17704880,18273501
479,479,18835783,18895160,19449441
480,480,17976960,18034331,18743569
481,481,18194340,18252992,18807021
482,482,18349142,18403516,19059557
483,483,19226849,19288342,19890885
484,484,18945815,18999141,19652424
485,485,17880596,17935602,18539680
486,486,19564012,19626974,20192441
487,487,18554005,18607110,19211967
488,488,19394168,19457960,20033657
489,489,19097613,19155982,19699850
490,490,18114322,18178342,18786359
491,491,18937101,18997330,19587706
492,492,19557179,19620386,20222773
493,493,18591980,18651091,19250962
494,494,19514079,19577391,20172360
495,495,18535754,18599837,19225721
496,496,18731988,18788844,19392873
497,497,19584264,19652194,20250365
498,498,18003729,18063803,18657131
499,499,19896441,19968992,20473824
500,500,19931680,20003870,20525177
501,501,18584539,18647264,19235004
502,502,19199733,19268439,19817513
503,503,19309410,19370194,19958649
504,504,20453083,20522923,21015538
505,505,19717265,19785851,20341031
506,506,19425995,19497234,20006257
507,507,19310011,19374386,19951658
508,508,19893305,19955226,20537991
509,509,19687580,19753394,20333330
510,510,19121136,19184332,19776601
511,511,19728150,19791828,20376489
512,512,19993943,20070865,20617724
513,513,20182047,20256855,20792558
514,514,19580887,19649026,20215478
515,515,19581601,19645358,20207056
516,516,19987130,20057696,20552453
517,517,19585750,19651720,20163149
518,518,20891220,20969310,21530486
519,519,19860368,19931226,20564124
520,520,20238882,20311627,20853341
521,521,19281319,19349495,19966084
522,522,19491100,19560046,20124840
523,523,19992761,20059048,20706846
524,524,20131406,20202517,20797382
525,525,21284500,21362830,21919676
526,526,19902498,19973461,20602119
527,527,20654981,20732699,21349730
528,528,20218584,20292972,20921585
529,529,20032471,20104783,20809172
530,530,20765085,20843071,21472844
531,531,20861098,20942798,21550981
532,532,20903672,20980193,21583886
533,533,20887082,20959306,21560999
534,534,20440098,20513498,21122782
535,535,20980785,21056406,21746253
536,536,21615024,21691451,22252567
537,537,20511857,20585297,21276401
538,538,20705405,20782550,21413514
539,539,21856345,21934996,22528523
540,540,22420930,22503111,23106371
541,541,21232378,21302416,21968166
542,542,21602865,21682347,22298601
543,543,21459208,21535986,22185338
544,544,21772957,21853340,22459922
545,545,21758481,21840032,22542193
546,546,21706786,21781570,22447430
547,547,20503411,20568205,21281214
548,548,21078378,21153070,21859474
549,549,20824228,20894800,21549908
550,550,21570059,21648689,22303059
551,551,23256723,23336386,23979704
552,552,21393169,21469969,22161889
553,553,22239662,22319395,23001962
554,554,21323073,21401352,22107243
555,555,20764780,20838628,21576821
556,556,21691336,21768320,22476011
557,557,21427289,21503953,22244425
558,558,22513698,22596166,23233894
559,559,22131458,22205992,22897966
560,560,21772038,21851181,22476141
561,561,21703935,21779471,22470149
562,562,21924296,22001190,22724611
563,563,21313350,21388420,22189967
564,564,22417167,22495964,23153041
565,565,22088182,22164237,22905187
566,566,22346276,22421792,23137594
567,567,22343682,22425867,23174219
568,568,22076581,22158264,22933427
569,569,21838198,21917775,22666504
570,570,21783557,21862403,22565733
571,571,23043952,23124289,23890013
572,572,23029133,23110305,23883109
573,573,23220935,23302565,24009580
574,574,21938248,22015631,22840992
575,575,22784186,22866038,23648998
576,576,22242959,22325852,23121303
577,577,22926043,23006846,23732599
578,578,22544885,22628854,23371560
579,579,22147079,22226136,23057502
580,580,23392180,23473263,24256807
581,581,23415703,23493169,24288693
582,582,23381972,23464076,24247690
583,583,23743250,23823265,24556466
584,584,22437952,22518661,23319625
585,585,22596928,22677180,23493175
586,586,23393546,23470585,24212598
587,587,23496033,23573669,24393110
588,588,23055201,23136142,23921680
589,589,24075627,24156259,24897799
590,590,23436479,23517410,24284776
