ID,Size Input,Knuth's BST,Bisection heuristic BST,Perfectly Balanced BST
874,874,36804562,36918329,38257764
875,875,38416285,38531674,39736032
876,876,37769361,37888251,39152499
877,877,37859402,37972861,39314144
878,878,37807903,37929731,39192435
879,879,37736337,37852466,39031688
880,880,37052904,37170855,38475726
881,881,36935584,37053969,38323285
882,882,38747514,38867754,40092474
883,883,38496034,38611114,39871165
884,884,38359824,38474783,39715596
885,885,37907738,38024289,39240769
886,886,37326050,37441697,38729657
887,887,37482830,37596553,38906086
888,888,39152701,39268376,40518729
889,889,36656376,36776603,38054410
890,890,38217714,38332456,39578381
891,891,38997032,39111150,40340856
892,892,37288092,37405691,38710578
893,893,39683101,39802982,41027319
894,894,37770245,37889317,39163062
895,895,39215661,39330126,40566881
896,896,38712590,38827292,40169373
897,897,40108530,40227413,41460049
898,898,38416917,38522984,39753496
899,899,39498433,39612043,40893076
900,900,39087924,39213602,40440692
901,901,39134336,39256197,40438881
902,902,38601479,38717657,39906433
903,903,38323969,38443767,39752162
904,904,38158930,38279083,39594035
905,905,38832950,38951910,40237710
906,906,39072988,39183755,40436140
907,907,38021486,38138375,39444206
908,908,38529360,38649417,39935355
909,909,39453114,39563104,40856006
910,910,39174521,39294308,40535905
911,911,38255937,38369746,39561233
912,912,39406976,39527910,40826123
913,913,38584234,38699326,39917100
914,914,38664537,38781127,39988400
915,915,39249912,39369240,40674273
916,916,38642314,38755837,40030764
917,917,38565671,38685517,39967727
918,918,38634133,38750027,40012376
919,919,39459158,39581613,40805520
920,920,40041797,40157048,41423202
921,921,39253750,39361699,40634161
922,922,38849526,38962995,40257917
923,923,39263248,39382343,40565132
924,924,39148442,39271181,40568612
925,925,38882928,39002875,40315050
926,926,40574667,40689216,41943406
927,927,38547406,38658818,39952173
928,928,39857325,39973771,41290147
929,929,39199101,39320221,40615220
930,930,39993805,40113415,41376420
931,931,39521614,39635015,40888568
932,932,41094312,41212601,42461361
933,933,41134279,41261936,42561514
934,934,41277498,41403835,42634363
935,935,41335169,41456657,42677770
936,936,41760611,41875878,43147606
937,937,39853738,39970732,41280154
938,938,41255173,41372403,42613197
939,939,41770191,41888085,43087167
940,940,40608145,40727660,41999338
941,941,41045367,41164177,42370168
942,942,42423580,42545623,43710389
943,943,40739088,40855459,42138837
944,944,41390107,41505101,42767499
945,945,39637024,39757687,41010150
946,946,42252672,42375523,43586375
947,947,40459415,40580320,41753910
948,948,41969845,42093927,43350965
949,949,41511606,41631100,42855206
950,950,41472060,41594647,42886657
951,951,42035479,42153427,43333199
952,952,41209590,41331605,42541689
953,953,41825541,41948054,43109508
954,954,40551247,40668195,41956990
955,955,40923623,41043933,42359160
956,956,42476282,42598249,43798166
957,957,40830711,40949389,42175262
958,958,42617481,42744544,43987562
959,959,40594191,40712149,41970141
960,960,42063370,42187694,43368005
961,961,42060013,42182109,43452585
962,962,42713299,42844642,44039135
963,963,42908911,43029974,44207340
964,964,41164940,41286138,42455474
965,965,40336380,40457181,41735757
966,966,41441469,41557776,42811951
967,967,42833436,42960450,44105909
968,968,41156180,41277549,42535222
969,969,42361064,42492823,43673663
970,970,43674643,43800950,44898243
971,971,41691800,41806435,43044369
972,972,43655867,43783615,44955994
973,973,42417289,42541044,43827617
974,974,43243431,43374232,44611215
975,975,42272365,42391623,43577598
976,976,42882834,43009973,44220814
977,977,43077444,43209165,44392521
978,978,42835133,42953350,44221105
979,979,43421596,43544899,44787389
980,980,41114131,41229999,42468189
981,981,44082635,44215668,45358441
982,982,42669787,42782510,44012064
983,983,43277605,43404240,44565352
984,984,42010080,42133606,43382728
985,985,43888333,44012695,45182966
986,986,43034476,43157766,44342347
987,987,42936191,43064674,44279068
988,988,42212341,42335942,43575358
989,989,43351582,43479805,44640391
990,990,43165313,43287198,44477505
991,991,41966317,42088861,43366319
992,992,42318121,42443812,43756420
993,993,43047950,43179372,44341957
994,994,43951062,44076680,45279714
995,995,43503481,43627582,44764595
996,996,44457063,44593422,45762084
997,997,44678957,44818932,46029200
998,998,43455092,43579895,44820711
999,999,42773199,42895806,44160969
1000,1000,42821326,42946467,44151015
100.3496512	104.5410683
