ID,Size Input,Knuth's BST,Bisection heuristic BST,Perfectly Balanced BST
879,879,54166805,54166805,54166805
880,880,40235429,40235429,40235429
881,881,31764978,31764978,31764978
882,882,39620525,39620525,39620525
883,883,65225048,65225048,65225048
884,884,58365939,58365939,58365939
885,885,49373100,49373100,49373100
886,886,17561586,17561586,17561586
887,887,65495952,65495952,65495952
888,888,50057721,50057721,50057721
889,889,30247680,30247680,30247680
890,890,24757293,24757293,24757293
891,891,32622507,32622507,32622507
892,892,48770376,48770376,48770376
893,893,38817051,38817051,38817051
894,894,31874467,31874467,31874467
895,895,16254976,16254976,16254976
896,896,58005153,58005153,58005153
897,897,53033405,53033405,53033405
898,898,17431796,17431796,17431796
899,899,62244531,62244531,62244531
900,900,2388113,2388113,2388113
901,901,74124193,74124193,74124193
902,902,12891270,12891270,12891270
903,903,63358351,63358351,63358351
904,904,5859710,5859710,5859710
905,905,51605577,51605577,51605577
906,906,54518425,54518425,54518425
907,907,40341399,40341399,40341399
908,908,22845744,22845744,22845744
909,909,26266404,26266404,26266404
910,910,52201585,52201585,52201585
911,911,62719362,62719362,62719362
912,912,48625786,48625786,48625786
913,913,1509762,1509762,1509762
914,914,76093101,76093101,76093101
915,915,10032921,10032921,10032921
916,916,45500995,45500995,45500995
917,917,45238722,45238722,45238722
918,918,39609950,39609950,39609950
919,919,8896576,8896576,8896576
920,920,77113353,77113353,77113353
921,921,344274,344274,344274
922,922,59714132,59714132,59714132
923,923,28184310,28184310,28184310
924,924,51097897,51097897,51097897
925,925,24826318,24826318,24826318
926,926,9723213,9723213,9723213
927,927,63000910,63000910,63000910
928,928,76354012,76354012,76354012
929,929,67134747,67134747,67134747
930,930,71268200,71268200,71268200
931,931,51192490,51192490,51192490
932,932,814086,814086,814086
933,933,41069346,41069346,41069346
934,934,61120180,61120180,61120180
935,935,54065445,54065445,54065445
936,936,82660341,82660341,82660341
937,937,39169259,39169259,39169259
938,938,6266883,6266883,6266883
939,939,82320779,82320779,82320779
940,940,27257750,27257750,27257750
941,941,32227686,32227686,32227686
942,942,9415840,9415840,9415840
943,943,23172001,23172001,23172001
944,944,38696784,38696784,38696784
945,945,25243504,25243504,25243504
946,946,15686079,15686079,15686079
947,947,50217666,50217666,50217666
948,948,12793637,12793637,12793637
949,949,20895805,20895805,20895805
950,950,22702725,22702725,22702725
951,951,64058883,64058883,64058883
952,952,76758661,76758661,76758661
953,953,19069563,19069563,19069563
954,954,56389051,56389051,56389051
955,955,69935104,69935104,69935104
956,956,29230740,29230740,29230740
957,957,81137474,81137474,81137474
958,958,73085077,73085077,73085077
959,959,49274865,49274865,49274865
960,960,6912535,6912535,6912535
961,961,79092400,79092400,79092400
962,962,19236645,19236645,19236645
963,963,84084686,84084686,84084686
964,964,37907038,37907038,37907038
965,965,61918653,61918653,61918653
966,966,68285359,68285359,68285359
967,967,70900830,70900830,70900830
968,968,33913971,33913971,33913971
969,969,16842057,16842057,16842057
970,970,14811335,14811335,14811335
971,971,48607533,48607533,48607533
972,972,2890724,2890724,2890724
973,973,20589554,20589554,20589554
974,974,41837238,41837238,41837238
975,975,16320716,16320716,16320716
976,976,57677718,57677718,57677718
977,977,83918331,83918331,83918331
978,978,19725750,19725750,19725750
979,979,55216107,55216107,55216107
980,980,54760584,54760584,54760584
981,981,791730,791730,791730
982,982,62089350,62089350,62089350
983,983,33266541,33266541,33266541
984,984,12357800,12357800,12357800
985,985,60577635,60577635,60577635
986,986,36883143,36883143,36883143
987,987,3604799,3604799,3604799
988,988,12121189,12121189,12121189
989,989,76777173,76777173,76777173
990,990,1830722,1830722,1830722
991,991,36273069,36273069,36273069
992,992,73019586,73019586,73019586
993,993,23549797,23549797,23549797
994,994,30191114,30191114,30191114
995,995,60673293,60673293,60673293
996,996,10933234,10933234,10933234
997,997,15441868,15441868,15441868
998,998,15844689,15844689,15844689
999,999,28699469,28699469,28699469
1000,1000,68813459,68813459,68813459
100 100
